21,5,7,2,2,2,3,8
3,19,7,3,5,4,3,6
4,4,22,3,2,2,2,11
3,3,4,18,12,9,1,0
2,1,3,12,14,9,6,3
3,3,6,12,11,13,2,0
3,2,3,5,12,7,18,0
2,5,12,0,5,3,4,19
